Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement,0.000000000000000000e+00,1.084219961999999954e-01,-7.871580184000000202e-02,-4.769819390999999742e-01,4.954425062000000213e-01
4.79,22.6,10.9,0.109,25.1,1.0,1.0,,,,,
4.8,22.4,11.0,-0.27,25.0,1.0,1.0,,,,,
4.81,22.2,10.6,-0.151,24.6,1.0,1.0,,,,,
4.82,21.7,9.92,0.0831,23.9,1.0,1.0,,,,,
4.83,21.1,9.33,0.298,23.1,1.0,1.0,,,,,
4.84,20.5,8.96,1.05,22.4,1.0,1.0,,,,,
4.85,20.0,8.63,2.05,21.9,1.0,1.0,,,,,
4.86,19.5,8.28,2.5,21.3,1.0,1.0,,,,,
4.87,19.0,7.72,2.88,20.7,1.0,1.0,,,,,
4.88,18.7,7.02,3.14,20.2,1.0,1.0,,,,,
4.89,18.4,6.31,3.2,19.7,1.0,1.0,,,,,
4.9,17.9,5.49,3.15,19.0,1.0,1.0,,,,,
4.91,17.5,4.53,2.95,18.3,1.0,1.0,,,,,
4.92,16.9,3.62,2.8,17.5,1.0,1.0,,,,,
4.93,16.1,2.74,2.84,16.6,1.0,1.0,,,,,
4.94,15.0,1.74,2.93,15.4,1.0,1.0,,,,,
4.95,13.8,0.848,3.0,14.1,1.0,1.0,,,,,
4.96,12.5,0.0992,3.17,12.9,1.0,1.0,,,,,
4.97,11.2,-0.508,3.38,11.7,1.0,1.0,,,,,
4.98,10.2,-0.958,3.6,10.9,1.0,1.0,,,,,
4.99,9.48,-1.25,3.8,10.3,1.0,1.0,,,,,
5.0,8.9,-1.39,3.89,9.81,1.0,1.0,,,,,
5.01,8.41,-1.52,3.86,9.37,1.0,1.0,,,,,
5.02,7.87,-1.75,3.61,8.83,1.0,1.0,,,,,
5.03,7.22,-1.88,3.3,8.16,1.0,1.0,,,,,
5.04,6.64,-1.85,3.19,7.6,1.0,1.0,,,,,
5.05,6.2,-1.78,3.12,7.17,1.0,1.0,,,,,
5.06,5.9,-1.74,2.88,6.8,1.0,1.0,,,,,
5.07,5.59,-1.73,2.62,6.41,1.0,1.0,,,,,
5.08,4.97,-1.64,2.34,5.74,1.0,1.0,,,,,
5.09,4.24,-1.51,2.09,4.96,1.0,1.0,,,,,
5.1,3.62,-1.48,1.91,4.35,1.0,1.0,,,,,
5.11,3.09,-1.48,1.7,3.82,1.0,1.0,,,,,
5.12,2.58,-1.51,1.56,3.37,1.0,1.0,,,,,
5.13,2.04,-1.5,1.44,2.91,1.0,1.0,,,,,
5.14,1.5,-1.46,1.34,2.49,1.0,1.0,,,,,
5.15,0.985,-1.42,1.35,2.19,1.0,1.0,,,,,
5.16,0.555,-1.32,1.36,1.97,1.0,1.0,,,,,
5.17,0.265,-1.23,1.31,1.82,1.0,1.0,,,,,
5.18,0.0506,-1.23,1.25,1.75,1.0,1.0,,,,,
5.19,-0.0865,-1.24,1.18,1.72,1.0,1.0,,,,,
5.2,-0.218,-1.2,1.05,1.61,1.0,1.0,,,,,
5.21,-0.287,-1.15,0.892,1.49,1.0,1.0,,,,,
5.22,-0.251,-1.12,0.758,1.38,1.0,1.0,,,,,
5.23,-0.104,-1.12,0.684,1.32,1.0,1.0,,,,,
5.24,0.207,-1.22,0.645,1.4,1.0,1.0,,,,,
5.25,0.689,-1.42,0.695,1.72,1.0,1.0,,,,,
5.26,1.27,-1.6,0.789,2.19,1.0,1.0,,,,,
5.27,1.91,-1.75,0.878,2.74,1.0,1.0,,,,,
5.28,2.7,-1.89,1.08,3.47,1.0,1.0,,,,,
5.29,3.68,-1.98,1.28,4.36,1.0,1.0,,,,,
5.3,4.77,-2.08,1.41,5.39,1.0,1.0,,,,,
5.31,5.7,-2.18,1.4,6.26,1.0,1.0,,,,,
5.32,6.3,-2.23,1.4,6.83,1.0,1.0,,,,,
5.33,6.7,-2.3,1.5,7.23,1.0,1.0,,,,,
5.34,7.3,-2.4,1.6,7.84,1.0,1.0,,,,,
5.35,8.11,-2.49,1.55,8.62,1.0,1.0,,,,,
5.36,9.18,-2.68,1.45,9.67,1.0,1.0,,,,,
5.37,10.5,-2.91,1.36,10.9,1.0,1.0,,,,,
5.38,11.7,-2.93,1.38,12.1,1.0,1.0,,,,,
5.39,13.2,-2.7,1.66,13.6,1.0,1.0,,,,,
5.4,15.4,-2.18,2.07,15.7,1.0,1.0,,,,,
5.41,17.5,-1.34,2.3,17.7,1.0,1.0,,,,,
5.42,19.3,-0.408,1.98,19.4,1.0,1.0,,,,,
5.43,20.8,0.483,1.48,20.9,1.0,1.0,,,,,
5.44,21.9,1.49,0.643,21.9,1.0,1.0,,,,,
5.45,22.2,2.82,-0.123,22.4,1.0,1.0,,,,,
5.46,22.3,4.33,-0.28,22.7,1.0,1.0,,,,,
5.47,22.2,5.81,-0.0689,22.9,1.0,1.0,,,,,
5.48,22.1,7.04,-0.112,23.2,1.0,1.0,,,,,
5.49,22.4,7.85,-0.459,23.7,1.0,1.0,,,,,
5.5,22.5,8.41,-0.614,24.0,1.0,1.0,,,,,
5.51,22.5,9.1,-0.448,24.3,1.0,1.0,,,,,
5.52,22.5,9.48,0.135,24.4,1.0,1.0,,,,,
5.53,21.8,9.5,0.445,23.8,1.0,1.0,,,,,
5.54,20.8,9.26,0.607,22.8,1.0,1.0,,,,,
5.55,19.7,8.88,0.785,21.6,1.0,1.0,,,,,
5.56,18.6,8.41,0.746,20.5,1.0,1.0,,,,,
5.57,17.9,8.0,0.466,19.6,1.0,1.0,,,,,
5.58,17.3,7.61,0.369,18.9,1.0,1.0,,,,,
5.59,17.0,7.26,0.363,18.4,1.0,1.0,,,,,
5.6,16.8,6.96,0.306,18.2,1.0,1.0,,,,,
5.61,16.6,6.52,0.234,17.8,1.0,1.0,,,,,
5.62,16.3,6.1,0.356,17.5,1.0,1.0,,,,,
5.63,16.3,5.75,0.715,17.3,1.0,1.0,,,,,
5.64,16.2,5.21,1.12,17.1,1.0,1.0,,,,,
5.65,16.2,4.58,1.37,16.9,1.0,1.0,,,,,
5.66,16.0,3.97,1.59,16.6,1.0,1.0,,,,,
5.67,15.7,3.36,1.98,16.2,1.0,1.0,,,,,
5.68,15.3,2.69,2.41,15.7,1.0,1.0,,,,,
5.69,14.7,2.1,2.73,15.1,1.0,1.0,,,,,
5.7,14.1,1.57,3.05,14.5,1.0,1.0,,,,,
5.71,13.3,1.09,3.39,13.7,1.0,1.0,,,,,
5.72,12.5,0.72,3.66,13.0,1.0,1.0,,,,,
5.73,11.9,0.501,3.84,12.5,1.0,1.0,,,,,
5.74,11.5,0.204,3.96,12.1,1.0,1.0,,,,,
5.75,10.9,-0.212,3.89,11.5,1.0,1.0,,,,,
5.76,10.2,-0.47,3.69,10.8,1.0,1.0,,,,,
5.77,9.45,-0.739,3.43,10.1,1.0,1.0,,,,,
5.78,8.61,-1.06,3.01,9.18,1.0,1.0,,,,,
5.79,7.52,-1.31,2.58,8.06,1.0,1.0,,,,,
5.8,6.26,-1.44,2.24,6.8,1.0,1.0,,,,,
5.81,5.13,-1.52,1.98,5.7,1.0,1.0,,,,,
5.82,4.15,-1.66,1.72,4.79,1.0,1.0,,,,,
5.83,3.19,-1.75,1.44,3.91,1.0,1.0,,,,,
5.84,2.27,-1.72,1.22,3.1,1.0,1.0,,,,,
5.85,1.44,-1.7,1.13,2.5,1.0,1.0,,,,,
5.86,0.76,-1.72,1.03,2.14,1.0,1.0,,,,,
5.87,0.214,-1.68,0.909,1.92,1.0,1.0,,,,,
5.88,-0.235,-1.59,0.818,1.8,1.0,1.0,,,,,
5.89,-0.648,-1.51,0.722,1.79,1.0,1.0,,,,,
5.9,-0.992,-1.41,0.677,1.85,1.0,1.0,,,,,
5.91,-1.25,-1.33,0.664,1.94,1.0,1.0,,,,,
5.92,-1.42,-1.3,0.618,2.02,1.0,1.0,,,,,
5.93,-1.5,-1.27,0.619,2.06,1.0,1.0,,,,,
5.94,-1.46,-1.26,0.619,2.03,1.0,1.0,,,,,
5.95,-1.31,-1.27,0.625,1.93,1.0,1.0,,,,,
5.96,-1.05,-1.32,0.668,1.81,1.0,1.0,,,,,
5.97,-0.68,-1.43,0.709,1.74,1.0,1.0,,,,,
5.98,-0.23,-1.55,0.755,1.74,1.0,1.0,,,,,
5.99,0.231,-1.71,0.825,1.91,1.0,1.0,,,,,
6.0,0.719,-1.9,0.905,2.22,1.0,1.0,,,,,
6.01,1.39,-2.12,0.952,2.71,1.0,1.0,,,,,
6.02,2.15,-2.35,1.06,3.36,1.0,1.0,,,,,
6.03,2.96,-2.52,1.2,4.07,1.0,1.0,,,,,
6.04,4.03,-2.68,1.4,5.04,1.0,1.0,,,,,
6.05,5.21,-2.87,1.57,6.15,1.0,1.0,,,,,
6.06,6.57,-3.14,1.72,7.48,1.0,1.0,,,,,
6.07,8.12,-3.46,1.77,9.01,1.0,1.0,,,,,
6.08,9.57,-3.72,1.82,10.4,1.0,1.0,,,,,
6.09,11.2,-3.92,1.96,12.0,1.0,1.0,,,,,
6.1,12.9,-3.96,2.07,13.6,1.0,1.0,,,,,
6.11,14.8,-3.94,2.17,15.5,1.0,1.0,,,,,
6.12,17.0,-3.96,2.55,17.7,1.0,1.0,,,,,
6.13,19.0,-3.82,3.02,19.6,1.0,1.0,,,,,
6.14,20.9,-3.32,3.47,21.4,1.0,1.0,,,,,
6.15,22.9,-2.33,3.96,23.4,1.0,1.0,,,,,
6.16,24.6,-0.748,4.01,24.9,1.0,1.0,,,,,
6.17,26.2,1.3,3.35,26.4,1.0,1.0,,,,,
6.18,27.3,3.38,2.32,27.6,1.0,1.0,,,,,
6.19,26.9,5.19,0.91,27.4,1.0,1.0,,,,,
6.2,25.3,6.64,-0.322,26.1,1.0,1.0,,,,,
6.21,23.8,7.73,0.0266,25.0,1.0,1.0,,,,,
6.22,22.8,8.77,-0.0751,24.4,1.0,1.0,,,,,
6.23,22.5,9.61,-0.431,24.5,1.0,1.0,,,,,
6.24,22.7,9.69,-1.01,24.7,1.0,1.0,,,,,
6.25,22.9,8.65,-1.09,24.5,1.0,1.0,,,,,
6.26,22.7,7.37,-0.886,23.9,1.0,1.0,,,,,
6.27,21.6,6.79,-0.463,22.6,1.0,1.0,,,,,
6.28,20.5,6.5,0.12,21.5,1.0,1.0,,,,,
6.29,19.6,6.18,0.753,20.6,1.0,1.0,,,,,
6.3,18.8,5.81,1.18,19.8,1.0,1.0,,,,,
6.31,18.0,5.47,1.51,18.9,1.0,1.0,,,,,
6.32,17.5,5.14,1.84,18.3,1.0,1.0,,,,,
6.33,17.5,4.64,2.07,18.2,1.0,1.0,,,,,
6.34,17.7,4.04,2.18,18.3,1.0,1.0,,,,,
6.35,17.9,3.42,2.34,18.4,1.0,1.0,,,,,
6.36,17.9,2.74,2.49,18.3,1.0,1.0,,,,,
6.37,17.8,1.99,2.51,18.1,1.0,1.0,,,,,
6.38,17.4,1.23,2.7,17.6,1.0,1.0,,,,,
6.39,16.8,0.554,3.06,17.0,1.0,1.0,,,,,
6.4,16.1,0.012,3.44,16.5,1.0,1.0,,,,,
6.41,15.5,-0.578,3.69,15.9,1.0,1.0,,,,,
6.42,14.8,-1.1,3.92,15.4,1.0,1.0,,,,,
6.43,14.3,-1.47,4.19,15.0,1.0,1.0,,,,,
6.44,13.5,-1.78,4.27,14.3,1.0,1.0,,,,,
6.45,12.6,-1.96,4.07,13.3,1.0,1.0,,,,,
6.46,11.6,-2.01,3.92,12.4,1.0,1.0,,,,,
6.47,10.7,-2.15,3.75,11.5,1.0,1.0,,,,,
6.48,9.53,-2.37,3.41,10.4,1.0,1.0,,,,,
6.49,8.28,-2.58,3.07,9.2,1.0,1.0,,,,,
6.5,7.05,-2.77,2.6,8.01,1.0,1.0,,,,,
6.51,5.79,-2.95,2.03,6.81,1.0,1.0,,,,,
6.52,4.45,-2.97,1.57,5.57,1.0,1.0,,,,,
6.53,3.22,-2.99,1.24,4.57,1.0,1.0,,,,,
6.54,2.1,-2.92,0.927,3.72,1.0,1.0,,,,,
6.55,1.09,-2.78,0.635,3.05,1.0,1.0,,,,,
6.56,0.297,-2.7,0.554,2.77,1.0,1.0,,,,,
6.57,-0.344,-2.66,0.486,2.72,1.0,1.0,,,,,
6.58,-0.896,-2.55,0.436,2.74,1.0,1.0,,,,,
6.59,-1.4,-2.42,0.468,2.83,1.0,1.0,,,,,
6.6,-1.81,-2.3,0.54,2.98,1.0,1.0,,,,,
6.61,-2.16,-2.21,0.644,3.15,1.0,1.0,,,,,
6.62,-2.5,-2.05,0.768,3.32,1.0,1.0,,,,,
6.63,-2.72,-1.92,0.762,3.42,1.0,1.0,,,,,
6.64,-2.83,-1.89,0.713,3.48,1.0,1.0,,,,,
6.65,-2.8,-1.91,0.636,3.45,1.0,1.0,,,,,
6.66,-2.61,-1.99,0.519,3.32,1.0,1.0,,,,,
6.67,-2.28,-2.08,0.433,3.12,1.0,1.0,,,,,
6.68,-1.94,-2.18,0.361,2.94,1.0,1.0,,,,,
6.69,-1.58,-2.3,0.359,2.81,1.0,1.0,,,,,
6.7,-1.04,-2.51,0.415,2.75,1.0,1.0,,,,,
6.71,-0.345,-2.74,0.489,2.81,1.0,1.0,,,,,
6.72,0.348,-2.91,0.537,2.98,1.0,1.0,,,,,
6.73,1.08,-3.05,0.632,3.3,1.0,1.0,,,,,
6.74,2.02,-3.24,0.689,3.88,1.0,1.0,,,,,
6.75,3.12,-3.46,0.739,4.72,1.0,1.0,,,,,
6.76,4.42,-3.68,0.732,5.8,1.0,1.0,,,,,
6.77,5.78,-3.91,0.717,7.02,1.0,1.0,,,,,
6.78,7.44,-4.27,0.687,8.61,1.0,1.0,,,,,
6.79,9.12,-4.56,0.845,10.2,1.0,1.0,,,,,
6.8,11.2,-4.64,1.3,12.2,1.0,1.0,,,,,
6.81,13.6,-4.68,1.81,14.5,1.0,1.0,,,,,
6.82,16.2,-4.74,2.3,17.1,1.0,1.0,,,,,
6.83,19.5,-4.57,2.78,20.2,1.0,1.0,,,,,
6.84,22.6,-3.81,3.02,23.1,1.0,1.0,,,,,
6.85,25.2,-2.37,2.63,25.5,1.0,1.0,,,,,
6.86,28.0,-0.458,1.79,28.1,1.0,1.0,,,,,
6.87,30.3,1.46,0.753,30.3,1.0,1.0,,,,,
6.88,30.8,3.44,0.259,31.0,1.0,1.0,,,,,
6.89,29.7,5.61,0.608,30.3,1.0,1.0,,,,,
6.9,27.7,7.98,0.888,28.9,1.0,1.0,,,,,
6.91,26.1,9.76,1.02,27.9,1.0,1.0,,,,,
6.92,25.6,10.3,1.44,27.6,1.0,1.0,,,,,
6.93,25.3,9.62,1.85,27.1,1.0,1.0,,,,,
6.94,24.6,8.88,2.16,26.3,1.0,1.0,,,,,
6.95,23.5,8.47,2.47,25.1,1.0,1.0,,,,,
6.96,22.0,8.02,2.52,23.6,1.0,1.0,,,,,
6.97,20.8,7.57,2.01,22.2,1.0,1.0,,,,,
6.98,20.2,7.02,1.9,21.5,1.0,1.0,,,,,
6.99,19.8,6.73,1.8,21.0,1.0,1.0,,,,,
7.0,19.4,6.62,1.79,20.5,1.0,1.0,,,,,
7.01,19.0,6.25,1.85,20.1,1.0,1.0,,,,,
7.02,18.8,5.65,1.81,19.7,1.0,1.0,,,,,
7.03,18.7,4.88,2.01,19.4,1.0,1.0,,,,,
7.04,18.7,3.93,2.4,19.2,1.0,1.0,,,,,
7.05,18.3,2.98,2.75,18.7,1.0,1.0,,,,,
7.06,17.8,1.99,3.07,18.2,1.0,1.0,,,,,
7.07,17.2,0.834,3.41,17.5,1.0,1.0,,,,,
7.08,16.2,-0.288,3.78,16.6,1.0,1.0,,,,,
7.09,15.1,-1.13,3.96,15.6,1.0,1.0,,,,,
7.1,14.1,-1.83,4.23,14.8,1.0,1.0,,,,,
7.11,13.1,-2.53,4.34,14.0,1.0,1.0,,,,,
7.12,12.0,-3.06,4.21,13.1,1.0,1.0,,,,,
7.13,10.6,-3.44,4.01,11.8,1.0,1.0,,,,,
7.14,9.08,-3.59,3.69,10.4,1.0,1.0,,,,,
7.15,7.8,-3.63,3.45,9.27,1.0,1.0,,,,,
7.16,6.6,-3.67,3.14,8.18,1.0,1.0,,,,,
7.17,5.44,-3.76,2.59,7.1,1.0,1.0,,,,,
7.18,4.34,-3.76,2.16,6.13,1.0,1.0,,,,,
7.19,3.37,-3.58,1.87,5.26,1.0,1.0,,,,,
7.2,2.5,-3.4,1.68,4.54,1.0,1.0,,,,,
7.21,1.71,-3.33,1.44,4.01,1.0,1.0,,,,,
7.22,1.01,-3.28,1.32,3.68,1.0,1.0,,,,,
7.23,0.4,-3.14,1.35,3.44,1.0,1.0,,,,,
7.24,-0.121,-2.97,1.36,3.27,1.0,1.0,,,,,
7.25,-0.541,-2.83,1.33,3.17,1.0,1.0,,,,,
7.26,-0.921,-2.69,1.34,3.14,1.0,1.0,,,,,
7.27,-1.26,-2.54,1.33,3.13,1.0,1.0,,,,,
7.28,-1.5,-2.47,1.24,3.14,1.0,1.0,,,,,
7.29,-1.71,-2.46,1.15,3.2,1.0,1.0,,,,,
7.3,-1.92,-2.37,1.07,3.23,1.0,1.0,,,,,
7.31,-2.11,-2.19,1.01,3.2,1.0,1.0,,,,,
7.32,-2.12,-2.04,0.926,3.09,1.0,1.0,,,,,
7.33,-1.99,-2.02,0.816,2.95,1.0,1.0,,,,,
7.34,-1.81,-2.04,0.721,2.82,1.0,1.0,,,,,
7.35,-1.5,-2.02,0.748,2.62,1.0,1.0,,,,,
7.36,-1.02,-1.98,0.767,2.36,1.0,1.0,,,,,
7.37,-0.453,-2.06,0.641,2.21,1.0,1.0,,,,,
7.38,0.191,-2.28,0.608,2.37,1.0,1.0,,,,,
7.39,0.882,-2.47,0.584,2.69,1.0,1.0,,,,,
7.4,1.8,-2.67,0.602,3.28,1.0,1.0,,,,,
7.41,3.02,-2.93,0.684,4.26,1.0,1.0,,,,,
7.42,4.78,-3.26,0.753,5.83,1.0,1.0,,,,,
7.43,6.98,-3.55,0.729,7.86,1.0,1.0,,,,,
7.44,9.35,-3.68,0.92,10.1,1.0,1.0,,,,,
7.45,12.1,-3.67,1.41,12.8,1.0,1.0,,,,,
7.46,14.8,-3.38,1.96,15.3,1.0,1.0,,,,,
7.47,17.5,-3.14,2.44,17.9,1.0,1.0,,,,,
7.48,20.4,-3.03,2.57,20.8,1.0,1.0,,,,,
7.49,23.2,-2.69,2.65,23.5,1.0,1.0,,,,,
7.5,25.1,-2.06,2.97,25.4,1.0,1.0,,,,,
7.51,26.0,-0.983,2.6,26.1,1.0,1.0,,,,,
7.52,25.6,0.886,2.29,25.7,1.0,1.0,,,,,
7.53,24.9,3.23,2.29,25.2,1.0,1.0,,,,,
7.54,24.3,5.34,2.51,25.0,1.0,1.0,,,,,
7.55,24.1,7.12,2.32,25.2,1.0,1.0,,,,,
7.56,24.2,8.58,1.7,25.7,1.0,1.0,,,,,
7.57,24.4,9.51,1.55,26.2,1.0,1.0,,,,,
7.58,24.2,10.0,1.51,26.2,1.0,1.0,,,,,
7.59,23.5,10.2,1.47,25.6,1.0,1.0,,,,,
7.6,22.3,9.95,1.4,24.5,1.0,1.0,,,,,
7.61,21.2,9.2,1.25,23.2,1.0,1.0,,,,,
7.62,20.1,8.5,1.19,21.8,1.0,1.0,,,,,
7.63,19.3,7.99,1.37,20.9,1.0,1.0,,,,,
7.64,18.9,7.61,1.19,20.4,1.0,1.0,,,,,
7.65,18.7,7.23,0.853,20.1,1.0,1.0,,,,,
7.66,18.6,6.8,0.64,19.8,1.0,1.0,,,,,
7.67,18.4,6.27,0.491,19.5,1.0,1.0,,,,,
7.68,18.1,5.64,0.442,19.0,1.0,1.0,,,,,
7.69,17.7,5.0,0.618,18.4,1.0,1.0,,,,,
7.7,17.4,4.2,0.967,17.9,1.0,1.0,,,,,
7.71,17.3,3.33,1.44,17.6,1.0,1.0,,,,,
7.72,17.1,2.56,1.95,17.4,1.0,1.0,,,,,
7.73,16.6,1.81,2.45,16.9,1.0,1.0,,,,,
7.74,16.0,1.12,3.18,16.4,1.0,1.0,,,,,
7.75,15.4,0.372,3.77,15.9,1.0,1.0,,,,,
7.76,14.4,-0.424,4.07,15.0,1.0,1.0,,,,,
7.77,13.4,-1.09,4.23,14.1,1.0,1.0,,,,,
7.78,12.4,-1.68,4.4,13.3,1.0,1.0,,,,,
7.79,11.3,-2.29,4.31,12.3,1.0,1.0,,,,,
7.8,10.1,-2.68,4.14,11.2,1.0,1.0,,,,,
7.81,9.1,-2.91,4.08,10.4,1.0,1.0,,,,,
7.82,8.15,-3.21,3.76,9.54,1.0,1.0,,,,,
7.83,7.06,-3.51,3.21,8.51,1.0,1.0,,,,,
7.84,5.82,-3.67,2.8,7.42,1.0,1.0,,,,,
7.85,4.66,-3.74,2.5,6.48,1.0,1.0,,,,,
7.86,3.68,-3.8,2.2,5.73,1.0,1.0,,,,,
7.87,2.68,-3.8,1.95,5.05,1.0,1.0,,,,,
7.88,1.73,-3.77,1.71,4.49,1.0,1.0,,,,,
7.89,0.833,-3.79,1.47,4.15,1.0,1.0,,,,,
7.9,-0.0373,-3.71,1.25,3.91,1.0,1.0,,,,,
7.91,-0.78,-3.6,1.02,3.82,1.0,1.0,,,,,
7.92,-1.48,-3.54,0.726,3.9,1.0,1.0,,,,,
7.93,-2.08,-3.47,0.347,4.06,1.0,1.0,,,,,
7.94,-2.51,-3.41,0.00269,4.23,1.0,1.0,,,,,
7.95,-2.83,-3.32,-0.23,4.36,1.0,1.0,,,,,
7.96,-3.03,-3.17,-0.374,4.4,1.0,1.0,,,,,
7.97,-3.08,-3.0,-0.375,4.32,1.0,1.0,,,,,
7.98,-2.98,-2.84,-0.269,4.13,1.0,1.0,,,,,
7.99,-2.64,-2.65,-0.223,3.75,1.0,1.0,,,,,
8.0,-2.11,-2.46,-0.0976,3.24,1.0,1.0,,,,,
8.01,-1.35,-2.31,0.0713,2.67,1.0,1.0,,,,,
8.02,-0.544,-2.14,0.178,2.21,1.0,1.0,,,,,
8.03,0.257,-1.93,0.416,1.99,1.0,1.0,,,,,
8.04,1.39,-1.77,0.81,2.39,1.0,1.0,,,,,
8.05,2.71,-1.76,1.34,3.5,1.0,1.0,,,,,
8.06,4.12,-1.93,1.89,4.93,1.0,1.0,,,,,
8.07,5.49,-2.16,2.3,6.33,1.0,1.0,,,,,
8.08,6.89,-2.47,2.69,7.8,1.0,1.0,,,,,
8.09,8.35,-2.87,2.74,9.25,1.0,1.0,,,,,
8.1,9.74,-3.22,2.65,10.6,1.0,1.0,,,,,
8.11,11.3,-3.39,2.55,12.1,1.0,1.0,,,,,
8.12,12.8,-3.36,2.4,13.5,1.0,1.0,,,,,
8.13,14.5,-3.14,2.46,15.1,1.0,1.0,,,,,
8.14,16.4,-2.76,2.64,16.9,1.0,1.0,,,,,
8.15,18.6,-2.5,3.12,19.1,1.0,1.0,,,,,
8.16,21.3,-2.23,3.99,21.8,1.0,1.0,,,,,
8.17,23.8,-1.38,4.92,24.3,1.0,1.0,,,,,
8.18,26.3,0.084,5.98,26.9,1.0,1.0,,,,,
8.19,29.0,2.21,6.04,29.7,1.0,1.0,,,,,
8.2,30.0,4.86,4.43,30.7,1.0,1.0,,,,,
8.21,28.0,7.31,2.22,29.0,1.0,1.0,,,,,
8.22,24.5,8.53,2.33,26.0,1.0,1.0,,,,,
8.23,21.4,8.9,3.77,23.5,1.0,1.0,,,,,
8.24,20.0,9.47,2.65,22.3,1.0,1.0,,,,,
8.25,20.4,9.83,0.517,22.6,1.0,1.0,,,,,
8.26,20.9,9.49,-0.845,23.0,1.0,1.0,,,,,
8.27,20.9,8.9,-1.05,22.8,1.0,1.0,,,,,
8.28,20.5,8.68,-0.956,22.3,1.0,1.0,,,,,
8.29,20.0,8.72,-0.946,21.8,1.0,1.0,,,,,
8.3,19.5,8.92,-0.697,21.5,1.0,1.0,,,,,
8.31,18.9,8.96,-0.0102,20.9,1.0,1.0,,,,,
8.32,18.2,8.81,0.81,20.2,1.0,1.0,,,,,
8.33,18.0,8.42,1.18,19.9,1.0,1.0,,,,,
8.34,18.4,7.68,0.985,20.0,1.0,1.0,,,,,
8.35,18.8,6.8,0.973,20.0,1.0,1.0,,,,,
8.36,19.0,5.73,1.29,19.9,1.0,1.0,,,,,
8.37,19.0,4.6,1.72,19.6,1.0,1.0,,,,,
8.38,18.6,3.48,2.19,19.0,1.0,1.0,,,,,
8.39,17.9,2.41,2.65,18.2,1.0,1.0,,,,,
8.4,17.0,1.41,3.09,17.3,1.0,1.0,,,,,
8.41,15.9,0.374,3.45,16.3,1.0,1.0,,,,,
8.42,14.6,-0.536,3.77,15.1,1.0,1.0,,,,,
8.43,13.2,-1.25,3.92,13.9,1.0,1.0,,,,,
8.44,11.9,-1.79,3.98,12.7,1.0,1.0,,,,,
8.45,10.7,-2.21,3.91,11.6,1.0,1.0,,,,,
8.46,9.47,-2.61,3.69,10.5,1.0,1.0,,,,,
8.47,8.33,-2.98,3.36,9.46,1.0,1.0,,,,,
8.48,7.27,-3.42,3.1,8.61,1.0,1.0,,,,,
8.49,6.17,-3.77,2.86,7.77,1.0,1.0,,,,,
8.5,5.07,-3.96,2.61,6.94,1.0,1.0,,,,,
8.51,3.97,-3.94,2.51,6.13,1.0,1.0,,,,,
8.52,3.01,-3.84,2.41,5.44,1.0,1.0,,,,,
8.53,2.25,-3.82,2.3,4.99,1.0,1.0,,,,,
8.54,1.65,-3.89,2.2,4.77,1.0,1.0,,,,,
8.55,1.23,-4.02,2.07,4.69,1.0,1.0,,,,,
8.56,0.844,-4.21,1.89,4.69,1.0,1.0,,,,,
8.57,0.373,-4.36,1.69,4.69,1.0,1.0,,,,,
8.58,-0.215,-4.34,1.53,4.61,1.0,1.0,,,,,
8.59,-0.742,-4.22,1.35,4.49,1.0,1.0,,,,,
8.6,-1.16,-4.14,1.16,4.46,1.0,1.0,,,,,
8.61,-1.53,-4.07,1.03,4.47,1.0,1.0,,,,,
8.62,-1.84,-3.91,1.01,4.43,1.0,1.0,,,,,
8.63,-1.93,-3.7,0.967,4.28,1.0,1.0,,,,,
8.64,-1.86,-3.53,0.903,4.09,1.0,1.0,,,,,
8.65,-1.62,-3.39,0.922,3.87,1.0,1.0,,,,,
8.66,-1.01,-3.35,0.972,3.63,1.0,1.0,,,,,
8.67,-0.144,-3.31,0.987,3.46,1.0,1.0,,,,,
8.68,0.71,-3.19,0.977,3.41,1.0,1.0,,,,,
8.69,1.72,-2.99,0.912,3.57,1.0,1.0,,,,,
8.7,2.75,-2.8,0.931,4.03,1.0,1.0,,,,,
8.71,4.0,-2.62,1.08,4.9,1.0,1.0,,,,,
8.72,5.45,-2.25,1.22,6.02,1.0,1.0,,,,,
8.73,7.13,-1.88,1.36,7.5,1.0,1.0,,,,,
8.74,8.94,-1.62,1.53,9.22,1.0,1.0,,,,,
8.75,10.8,-1.35,1.78,11.0,1.0,1.0,,,,,
8.76,12.9,-1.2,1.81,13.0,1.0,1.0,,,,,
8.77,14.8,-1.21,1.39,14.9,1.0,1.0,,,,,
8.78,16.3,-1.19,0.835,16.4,1.0,1.0,,,,,
8.79,17.4,-0.82,0.549,17.4,1.0,1.0,,,,,
8.8,18.0,-0.245,0.462,18.0,1.0,1.0,,,,,
8.81,18.8,0.643,0.168,18.8,1.0,1.0,,,,,
8.82,20.2,2.16,0.0704,20.4,1.0,1.0,,,,,
8.83,22.2,3.94,0.17,22.6,1.0,1.0,,,,,
8.84,23.6,5.85,-0.215,24.3,1.0,1.0,,,,,
8.85,23.9,7.66,-0.514,25.1,1.0,1.0,,,,,
8.86,23.7,8.93,-0.132,25.4,1.0,1.0,,,,,
8.87,23.6,9.99,0.24,25.6,1.0,1.0,,,,,
